t,S,E,I,R,D
12.809152694184782,679,98,97,126,0
12.817883872811674,679,97,98,126,0
12.819871678838286,678,98,98,126,0
12.823796881339463,678,98,97,127,0
12.83302645978836,678,97,98,127,0
12.836868029576635,678,96,99,127,0
12.840241524478488,677,97,99,127,0
12.84187314090796,676,98,99,127,0
12.879241536391516,675,99,99,127,0
12.881243839344712,675,98,100,127,0
12.883768466810103,675,97,101,127,0
12.893759820477133,675,96,102,127,0
12.893838251579865,674,97,102,127,0
12.906309749388807,674,96,103,127,0
12.907325556636286,674,95,104,127,0
12.918536201445622,674,94,105,127,0
12.955946728629293,673,95,105,127,0
12.97815019639206,672,96,105,127,0
12.98539816718745,672,95,106,127,0
12.996825377000583,671,96,106,127,0
13.027398192612019,671,95,107,127,0
13.033813967387088,671,94,108,127,0
13.039202427144954,671,93,109,127,0
13.05003462990163,671,92,110,127,0
13.051713627665167,670,93,110,127,0
13.056884278693056,670,93,109,128,0
13.059511888708077,669,94,109,128,0
13.061164863572207,668,95,109,128,0
13.079256165988461,668,94,110,128,0
13.08447577593801,668,93,111,128,0
13.089609243900181,668,92,112,128,0
13.09495697747051,668,92,111,129,0
13.097069726667517,668,92,110,130,0
13.09819937543356,667,93,110,130,0
13.114708643793618,667,92,111,130,0
13.128438118225628,666,93,111,130,0
13.130601099240106,665,94,111,130,0
13.149589166186047,664,95,111,130,0
13.164511835279004,663,96,111,130,0
13.166117692727408,662,97,111,130,0
13.169715293592526,661,98,111,130,0
13.171993168743393,661,98,110,131,0
13.172381154416339,661,97,111,131,0
13.181366023852462,661,96,112,131,0
13.187555137373531,661,95,113,131,0
13.1957682646845,660,96,113,131,0
13.196078008530613,660,95,114,131,0
13.197960762957546,660,94,115,131,0
13.198502843200394,659,95,115,131,0
13.210506439115816,659,94,116,131,0
13.21942490986289,659,93,117,131,0
13.219707367475504,658,94,117,131,0
13.221818299507722,658,94,116,132,0
13.229351912651875,658,93,117,132,0
13.235333525401542,657,94,117,132,0
13.261214782381355,657,94,116,133,0
13.261416317964732,657,93,117,133,0
13.269779106213099,656,94,117,133,0
13.270480559126566,655,95,117,133,0
13.2818978388987,655,95,116,134,0
13.283461045417726,654,96,116,134,0
13.28974121221677,654,95,117,134,0
13.290699465269666,654,94,118,134,0
13.291780143479448,654,93,119,134,0
13.296896118911448,653,94,119,134,0
13.315133356898189,652,95,119,134,0
13.331424055116987,651,96,119,134,0
13.33330708364139,651,95,120,134,0
13.335496512738699,651,94,121,134,0
13.335706715969513,651,93,122,134,0
13.343090744218575,651,92,123,134,0
13.344825691680562,651,91,124,134,0
13.34919276122073,651,91,123,135,0
13.35307219695063,650,92,123,135,0
13.356614163912475,649,93,123,135,0
13.36050720699217,648,94,123,135,0
13.367924514730516,647,95,123,135,0
13.375023535686754,647,94,124,135,0
13.382377002628354,646,95,124,135,0
13.39077208485797,645,96,124,135,0
13.39229509748382,644,97,124,135,0
13.401407316570607,643,98,124,135,0
13.407249516061428,643,98,123,136,0
13.413193981986508,642,99,123,136,0
13.428347585480788,641,100,123,136,0
13.431726043740948,641,100,122,137,0
13.433889134151732,640,101,122,137,0
13.435678146200251,640,100,123,137,0
13.438083991687527,639,101,123,137,0
13.445328791803767,638,102,123,137,0
13.456820115772045,638,102,122,138,0
13.460634594820142,637,103,122,138,0
13.463160606638557,637,103,121,139,0
13.472952554483498,636,104,121,139,0
13.483329821189415,635,105,121,139,0
13.490604427718658,634,106,121,139,0
13.492192498916255,633,107,121,139,0
13.497424260859898,632,108,121,139,0
13.498920589741044,632,107,122,139,0
13.513002045990381,632,107,121,140,0
13.52410055702478,632,107,120,141,0
13.524162043047673,631,108,120,141,0
13.525692445105063,631,107,121,141,0
13.537260382400882,630,108,121,141,0
13.561619698245027,630,107,122,141,0
13.563707278144419,630,106,123,141,0
13.569079966578945,629,107,123,141,0
13.569356633947287,629,107,122,142,0
13.574040105754737,629,106,123,142,0
13.578059071128177,628,107,123,142,0
13.578508609913262,628,107,122,143,0
13.585988398706789,627,108,122,143,0
13.596487354306557,627,108,121,144,0
13.597545034793155,627,107,122,144,0
13.59911060650786,627,106,123,144,0
13.603853047434773,627,105,124,144,0
13.604671672680738,626,106,124,144,0
13.614626265041045,626,105,125,144,0
13.619335710804577,625,106,125,144,0
13.627714487143484,624,107,125,144,0
13.63363965432753,623,108,125,144,0
13.634682493872791,622,109,125,144,0
13.63523228944396,622,108,126,144,0
13.645212011309091,621,109,126,144,0
13.653455611552316,621,108,127,144,0
13.655273904123822,621,108,126,145,0
13.658120248127634,621,108,125,146,0
13.660565263898118,620,109,125,146,0
13.672267221472879,620,109,124,147,0
